57	21	31	45
55	20	33	47
55	20	34	45
57	21	34	45
59	20	35	46
62	17	37	49
65	17	39	48
67	17	40	49
70	16	41	51
74	17	39	50
77	17	38	49
78	18	37	48
79	19	36	46
74	20	36	45
69	20	35	45
61	20	35	44
55	20	36	45
52	19	36	44
46	19	36	44
39	19	36	45
35	21	36	45
28	22	36	45
23	22	35	42
20	21	33	44
17	22	33	43
16	22	33	43
18	23	32	42
20	22	31	43
19	22	33	41
18	23	32	41
17	23	32	41
16	24	32	39
17	25	30	40
18	26	31	39
21	26	31	38
22	27	31	40
22	27	31	39
25	27	30	39
28	27	31	40
31	28	32	42
35	29	34	44
38	32	35	44
40	32	35	46
41	34	36	46
42	36	36	47
41	37	38	48
42	37	38	48
42	35	39	49
44	33	40	49
45	28	38	49
46	22	37	47
48	20	36	47
51	18	35	46
52	17	34	44
54	18	32	41
56	18	31	40
58	23	29	37
60	26	28	36
62	26	26	34
64	27	25	33
65	28	24	31
68	27	24	30
69	27	23	29
70	27	22	29
72	27	22	29
71	27	23	28
68	27	23	28
66	28	22	29
61	29	23	29
60	29	22	29
60	30	23	28
59	30	23	29
60	31	23	29
62	30	23	29
62	30	23	30
63	30	23	30
63	30	23	31
62	30	24	32
61	30	25	32
59	29	26	33
57	29	27	34
55	29	28	35
53	29	29	36
51	29	30	36
50	30	31	37
45	29	31	36
44	29	31	36
43	30	31	36
41	27	31	36
40	26	31	36
39	25	32	37
39	24	32	39
40	22	32	41
41	25	32	39
43	25	31	40
44	25	29	39
45	24	29	38
44	22	28	38
44	23	28	37
45	24	27	37
47	23	26	39
49	23	27	39
52	23	28	41
54	23	27	41
55	24	29	41
58	23	30	42
61	24	32	42
63	24	34	43
59	26	37	42
58	26	37	42
56	26	37	41
57	25	37	41
59	26	35	41
58	26	34	41
54	27	34	40
55	26	33	40
56	27	32	40
57	27	32	39
58	26	32	40
60	26	31	39
61	26	31	39
63	26	30	39
57	25	30	40
55	24	29	41
53	24	30	41
51	23	30	40
50	22	31	41
49	20	32	42
49	20	32	42
49	23	33	44
49	27	34	45
48	29	34	46
49	32	35	45
49	32	36	47
50	33	35	46
54	35	33	45
56	36	32	43
58	36	32	43
60	37	31	43
60	37	30	41
60	38	30	41
55	39	30	40
53	41	29	40
52	38	29	39
51	34	29	38
53	31	29	37
55	30	28	37
57	30	27	36
57	31	27	36
57	32	27	36
57	28	26	35
55	24	26	35
54	24	26	35
55	25	26	35
56	25	25	34
55	26	24	33
57	26	24	32
56	27	24	32
55	26	24	31
53	26	24	32
54	27	24	31
52	28	23	31
50	28	24	31
49	28	24	31
48	28	24	31
47	28	25	32
46	28	25	32
44	28	26	33
43	28	26	33
43	28	26	32
41	28	26	30
39	28	26	29
40	28	25	28
44	27	25	28
48	27	24	30
48	27	25	30
48	26	26	31
47	25	26	32
47	23	26	36
47	23	26	37
48	23	26	39
47	23	28	41
48	21	27	44
48	21	27	45
51	21	27	44
53	21	28	44
54	22	28	44
56	22	30	45
57	22	31	45
59	20	30	44
60	18	31	48
60	17	31	49
59	18	33	50
58	18	33	49
55	17	32	48
52	17	33	49
49	21	33	51
47	21	34	53
44	21	36	54
45	21	35	54
44	21	36	53
42	23	36	53
41	22	35	53
39	22	37	52
38	20	37	52
35	20	38	54
31	20	37	52
32	22	38	54
38	21	37	54
42	20	36	54
42	19	34	53
41	17	32	53
42	19	32	51
42	20	31	50
43	23	31	50
44	23	30	49
45	24	31	50
46	25	32	51
48	23	31	52
51	21	32	53
54	23	34	54
56	21	34	55
57	20	35	56
59	19	36	59
58	20	37	59
58	19	37	58
57	19	39	58
59	18	37	60
59	19	37	58
59	19	38	55
58	18	38	57
57	20	38	55
60	19	38	59
63	19	38	57
59	20	37	55
56	19	36	54
51	21	35	52
52	20	36	50
