76	79	64	52
74	78	65	51
76	79	64	51
75	79	65	51
74	79	65	51
74	79	64	50
73	79	65	50
74	79	64	49
74	80	64	50
73	78	64	50
74	79	64	50
73	78	64	50
73	77	64	51
74	78	64	50
73	77	64	50
73	77	64	50
74	77	63	50
73	77	64	50
74	76	63	50
74	77	63	50
74	78	63	49
74	77	63	50
74	77	63	50
74	77	63	49
75	78	63	49
74	78	63	49
74	78	63	50
74	79	63	49
74	79	62	49
74	78	62	49
73	78	63	49
74	79	62	49
74	79	62	49
73	79	62	49
74	79	62	49
75	79	61	49
75	80	61	49
75	80	62	48
75	79	61	49
74	79	61	48
74	79	61	48
74	79	62	49
75	78	61	49
74	79	61	48
74	78	61	49
74	78	61	49
74	78	61	49
74	78	61	48
74	78	61	48
75	77	60	49
74	77	61	48
74	78	61	48
74	78	61	48
74	78	61	48
75	78	60	48
74	78	60	48
74	79	60	48
74	79	61	48
75	79	61	48
74	78	60	46
75	79	59	46
74	78	60	47
75	78	59	45
74	78	59	44
75	77	57	43
74	78	59	45
71	81	61	41
72	79	60	44
73	78	58	43
72	77	62	45
72	78	60	45
72	78	59	46
71	79	59	47
71	78	59	47
72	78	58	47
74	79	57	45
73	77	57	47
73	77	57	46
71	78	59	45
74	77	57	47
74	76	57	47
73	77	58	46
72	79	59	44
72	78	57	43
74	77	56	46
72	78	57	46
73	78	57	46
72	78	58	46
73	77	57	48
72	78	58	46
72	76	58	47
72	77	58	45
72	78	58	46
72	78	58	46
72	78	58	46
72	78	58	46
72	78	58	46
72	78	57	46
73	79	57	46
71	77	58	46
72	78	58	46
70	78	59	46
71	77	58	47
71	77	57	45
71	76	58	47
71	76	58	47
71	76	58	46
71	76	59	47
72	75	58	46
72	75	57	45
71	76	57	45
72	74	56	47
71	76	58	45
67	76	61	44
72	75	55	44
73	73	55	46
72	73	57	46
71	74	57	46
73	74	55	44
71	73	57	47
72	74	56	46
72	75	56	45
72	75	56	45
72	74	56	47
71	75	57	46
72	76	56	46
72	74	56	47
72	76	55	45
72	77	56	46
72	79	55	44
72	78	56	45
71	78	56	46
71	78	55	45
71	78	55	45
71	79	57	45
70	80	57	46
71	81	57	46
72	80	56	46
73	80	55	45
73	80	56	46
72	79	56	45
73	80	55	45
73	80	56	45
74	81	56	45
72	81	57	45
74	81	56	46
73	82	57	45
74	81	57	46
74	81	57	45
73	79	57	46
74	80	57	46
74	77	57	47
74	78	57	46
73	77	57	45
74	76	57	45
73	76	58	45
74	75	57	45
74	75	58	45
74	75	57	44
74	74	57	46
73	75	58	45
74	74	57	46
75	75	57	46
75	73	57	45
74	74	57	45
74	73	58	46
75	73	57	45
74	73	58	45
75	73	57	46
75	74	57	46
75	74	57	46
76	75	57	44
74	76	58	45
76	76	57	45
75	75	57	46
75	75	58	45
75	75	58	45
75	75	58	46
74	75	58	46
75	73	58	46
75	73	58	46
74	74	58	46
74	73	58	47
74	74	59	46
75	75	57	45
74	75	59	48
74	76	58	46
74	76	59	46
73	76	59	47
75	77	58	46
73	77	59	46
74	76	59	47
74	76	59	46
73	74	58	47
74	75	59	46
73	75	59	47
73	74	59	46
73	74	58	46
73	74	60	48
73	74	59	47
73	73	59	47
73	73	59	48
72	73	60	48
72	73	60	48
72	73	60	47
73	73	60	47
72	73	60	47
73	73	59	48
72	73	59	47
72	73	59	48
73	74	59	47
71	74	60	48
72	75	60	47
71	76	60	47
71	76	60	47
71	76	60	47
71	76	60	48
70	76	61	47
70	76	61	47
71	75	60	47
70	76	60	47
71	74	59	48
70	76	60	47
70	76	60	47
69	75	60	48
69	75	61	48
70	75	60	48
69	75	60	47
69	75	61	48
67	72	61	49
68	74	61	48
68	73	61	48
67	73	62	48
67	72	62	48
67	73	61	48
67	71	61	49
67	72	61	48
67	72	61	48
66	72	62	49
66	72	62	48
66	72	61	49
66	73	61	48
66	72	61	49
66	72	61	49
66	72	61	48
66	72	61	48
66	72	61	48
65	70	61	48
65	72	61	48
64	72	61	48
65	71	60	48
66	70	60	48
65	70	60	48
65	71	61	48
64	71	61	48
65	70	60	48
64	71	61	47
65	69	60	49
64	71	61	47
64	70	61	48
65	70	61	48
65	70	61	48
65	72	60	48
64	71	60	49
64	72	61	48
63	72	61	49
65	73	61	49
65	73	61	49
64	74	60	49
65	73	60	48
65	73	60	49
64	72	60	48
65	72	60	48
64	72	61	49
65	73	61	49
65	74	60	48
66	75	60	47
66	76	60	47
65	75	61	49
67	76	60	49
67	76	60	48
67	75	60	48
67	76	59	48
67	76	60	47
67	76	60	48
67	74	59	49
69	75	59	48
68	74	59	47
69	74	59	48
69	74	60	47
69	73	59	48
69	74	59	47
70	72	58	47
70	73	59	47
70	72	59	47
71	72	59	47
71	73	59	46
71	72	58	46
72	73	59	46
72	72	59	47
72	73	58	46
73	73	58	46
72	73	59	46
72	74	58	46
73	74	58	46
74	75	57	45
73	75	59	45
74	76	58	45
73	76	59	45
74	75	58	44
74	75	58	45
75	75	57	44
75	74	58	45
75	74	58	45
75	73	57	45
76	74	57	44
75	74	58	45
77	75	57	45
76	75	57	44
78	75	56	44
77	75	57	45
77	76	56	44
78	75	56	44
78	76	56	43
77	77	56	43
79	77	56	45
80	78	55	43
79	77	55	43
80	78	55	43
81	78	54	43
80	79	55	42
81	79	55	43
81	79	55	43
80	79	55	43
82	78	54	43
81	79	55	42
81	79	54	43
82	79	54	43
82	78	54	42
82	79	54	42
81	78	54	42
82	77	54	42
81	76	54	41
82	75	54	42
83	74	54	42
83	74	54	42
83	74	54	41
82	74	54	40
83	75	54	41
83	75	53	40
83	77	54	41
83	78	54	40
83	78	53	41
83	79	54	40
83	78	53	41
83	78	53	40
84	79	53	40
83	79	55	42
84	81	53	41
83	82	54	42
83	82	54	41
84	83	53	41
83	82	53	40
83	81	53	41
83	79	53	41
84	78	52	41
84	78	52	40
83	77	53	41
84	78	53	41
83	79	53	41
84	80	52	41
84	80	52	41
83	79	52	41
85	79	51	40
84	80	53	39
83	79	52	40
84	79	51	40
84	79	52	38
83	80	52	38
83	83	52	36
82	86	52	33
80	82	55	35
83	82	52	35
82	81	52	38
82	80	52	37
84	80	51	36
84	81	51	38
83	83	51	34
84	84	51	36
84	82	51	38
84	81	50	36
85	81	50	36
86	80	50	38
85	81	51	38
85	81	51	38
85	80	50	38
85	80	50	38
85	78	51	41
86	79	50	40
85	80	51	40
84	81	52	39
85	81	50	40
86	81	50	40
85	81	50	40
85	82	52	40
85	82	50	38
85	81	51	39
85	81	51	39
85	81	51	40
85	81	51	37
84	81	52	39
84	81	50	39
85	81	50	38
85	81	51	39
84	83	50	35
83	81	51	39
83	81	52	37
82	82	51	38
83	82	51	39
83	81	50	40
83	82	51	41
84	83	50	41
85	82	49	42
84	80	50	43
84	82	50	41
84	79	50	43
84	80	49	41
83	79	49	42
84	80	50	41
84	79	50	43
84	81	49	42
83	79	50	43
83	78	49	42
83	80	50	39
83	80	50	40
83	81	49	39
82	81	50	40
82	80	50	41
82	82	50	41
82	82	50	41
81	82	50	40
82	82	50	40
83	82	49	40
83	81	49	41
83	82	50	41
83	82	50	40
84	82	49	40
85	82	49	40
84	81	49	40
84	80	50	41
85	79	50	41
85	80	49	40
85	78	50	41
87	77	49	42
86	77	50	41
87	77	50	41
88	77	50	41
89	77	49	41
89	77	49	41
90	78	49	42
89	78	50	42
91	78	49	40
90	79	50	41
91	79	49	41
91	78	50	41
92	78	50	41
93	78	49	40
92	77	49	41
93	78	50	41
94	78	50	41
94	79	49	41
94	79	50	40
95	79	49	41
94	79	50	41
95	79	50	41
95	80	50	41
95	80	50	40
96	81	49	40
96	80	49	40
96	79	50	40
97	79	50	40
97	80	49	40
96	79	50	41
98	80	49	42
98	82	49	40
98	83	49	40
99	84	49	40
99	83	50	41
100	83	49	40
100	84	49	40
100	84	49	39
100	83	48	40
100	84	49	39
99	83	50	40
101	82	50	40
101	81	50	40
101	81	49	40
102	81	49	40
102	79	50	41
103	81	49	40
