58	100	28	23
55	99	32	23
57	100	33	22
58	99	33	23
58	99	34	23
59	100	33	23
60	100	34	23
61	101	35	23
63	101	36	24
63	101	35	24
64	101	35	25
66	102	35	24
65	103	34	24
64	102	35	24
62	104	35	24
63	103	35	24
61	104	36	23
59	105	37	23
57	106	38	23
58	105	38	23
57	106	38	23
58	105	38	23
60	107	36	23
63	106	34	24
66	107	32	23
66	107	32	23
69	108	32	23
73	107	31	22
77	107	30	22
82	109	30	20
85	108	31	20
87	109	32	20
89	108	30	20
89	110	31	20
90	109	30	20
91	110	31	21
91	111	31	20
92	110	31	20
92	111	31	20
93	111	32	20
95	110	32	20
94	111	32	20
96	112	33	19
99	111	31	19
99	111	32	18
102	112	30	18
103	112	30	18
105	111	29	19
107	108	29	19
107	108	29	19
107	105	29	19
108	103	30	19
110	101	30	19
111	99	31	17
113	98	31	18
113	98	31	17
111	97	34	18
114	97	34	19
116	97	33	20
117	96	32	20
117	97	32	20
117	97	32	19
120	97	32	20
122	98	31	20
123	98	31	19
123	98	31	20
123	98	32	20
126	98	31	20
125	98	34	19
128	98	33	20
129	98	32	21
129	98	32	20
132	98	31	21
135	99	31	20
134	98	33	20
137	98	32	21
138	98	32	21
138	98	32	21
139	98	31	21
140	100	30	20
141	100	31	21
142	100	33	20
143	99	29	21
143	100	30	21
144	100	32	21
145	99	32	23
145	100	34	22
143	101	38	22
144	101	39	22
148	101	36	22
148	100	36	22
151	102	36	22
158	101	31	22
168	102	25	21
172	103	22	21
171	103	22	21
171	103	23	21
170	104	26	20
170	103	27	20
170	105	28	20
170	103	29	21
170	104	29	20
172	104	29	21
172	104	30	22
172	104	30	22
172	105	32	21
172	105	32	23
172	105	33	24
172	106	33	23
174	107	32	22
174	107	32	22
175	107	31	22
176	108	30	21
177	109	30	21
178	109	30	21
178	109	30	21
178	109	30	21
181	109	28	22
181	109	28	23
185	108	25	24
184	110	24	25
183	109	26	25
186	110	23	25
188	110	20	23
191	110	18	24
191	111	18	25
191	111	18	23
190	112	18	23
192	112	15	24
192	112	15	23
192	112	15	25
193	113	15	24
192	114	15	24
191	114	15	25
190	114	16	25
190	114	16	25
188	114	19	25
188	114	21	26
186	115	22	26
186	115	22	25
184	118	23	24
183	118	24	25
182	118	26	26
182	118	26	26
179	119	28	26
176	121	30	26
174	121	32	26
174	121	33	25
173	123	33	25
172	122	33	24
172	124	33	24
170	123	35	25
168	123	36	24
167	124	37	24
168	125	36	24
164	123	40	25
162	125	40	23
160	125	40	23
158	124	40	23
157	121	38	23
158	122	37	22
156	121	36	22
156	118	37	22
156	114	35	22
153	111	37	23
152	108	37	25
151	108	38	25
149	107	39	24
146	105	42	24
143	104	43	23
143	104	43	23
141	102	43	22
138	101	42	23
138	100	40	22
137	100	40	22
138	99	39	23
