1
334.2093,118.4451,19.3083,26.8787
328.1309,117.5173,19.8727,27.4788
323.2998,117.2833,20.2796,27.3825
317.8691,117.1453,22.7109,27.0350
311.4879,116.0266,23.7260,26.6456
309.8176,116.9968,22.0277,26.5987
305.7520,117.3403,25.8952,27.7795
302.4706,116.2487,22.8042,26.4714
298.5219,117.1957,23.7939,32.2136
295.5272,114.6266,22.7027,34.0276
292.3553,114.5440,22.6407,37.3247
289.1333,112.7713,22.6862,36.5624
286.5429,114.3818,23.5912,36.2858
282.8098,113.2842,22.9369,35.5282
280.4344,114.2827,23.8543,34.8093
277.0176,112.1611,22.6416,36.3427
276.2143,114.3616,20.8711,34.8731
274.5429,114.1342,19.7241,33.2005
270.0740,114.7666,20.3589,31.6751
267.0950,113.4768,19.7796,30.1841
263.1779,113.1539,21.2071,29.1053
259.5557,113.6188,20.0632,28.7038
258.1745,114.3447,17.9024,22.7141
253.7009,114.1287,19.0930,26.2678
248.9791,114.1777,19.6868,26.6627
243.0101,113.1801,20.8956,24.0927
239.1240,112.7536,19.5846,25.4029
232.1026,112.1243,21.0339,25.8249
229.0042,111.0550,19.1612,29.8048
223.0516,111.9484,19.3699,31.5059
218.3250,111.0473,21.2667,32.2506
211.2282,109.8534,21.9429,29.5383
205.6979,111.6041,23.2735,29.6314
202.6006,111.9668,20.8243,26.8833
197.1197,112.3811,22.3471,29.3422
197.7140,112.2543,19.0171,25.2497
192.9125,114.7470,20.9961,24.8919
188.0056,113.1839,19.1392,25.9608
182.7414,116.5413,20.9550,24.1928
178.7925,115.2031,19.9639,24.2689
174.2675,115.6616,21.1804,30.6417
169.5157,114.2640,19.8101,28.2408
165.5305,116.8001,18.9844,26.1140
162.1497,115.5787,18.2641,25.6325
156.7354,115.8466,18.5757,24.2485
153.4657,116.1745,20.2893,27.5636
150.4585,118.5540,21.6382,26.8237
147.6838,117.6913,20.7839,28.3831
147.8340,115.4695,18.9041,32.7597
146.2825,117.8998,22.2435,29.2639
146.2934,121.0288,19.4755,26.1506
146.3645,120.7112,19.4127,23.9251
149.7815,121.6379,16.5451,23.5634
150.1137,124.0220,16.4487,23.4122
151.1210,124.1861,16.2440,24.3415
151.6838,122.6250,16.2951,20.0787
153.6826,121.3551,15.3621,19.2344
154.9176,123.8814,15.0404,18.0514
161.2877,120.5325,12.7339,18.7244
158.9729,118.0902,13.5336,19.4839
158.2274,120.5943,13.2469,16.5017
158.1478,117.1320,14.0984,19.6204
161.0310,120.3018,14.4575,21.8392
164.3797,124.3471,13.4008,23.7048
163.7522,128.3651,15.0011,23.7045
161.5468,122.7299,14.6977,25.1283
168.0826,128.1879,15.8632,23.7452
174.1174,130.0267,18.4589,24.0755
177.3618,131.5827,20.3059,23.6277
182.0745,130.2353,18.3693,21.8720
181.7128,134.1349,18.7579,21.8612
191.0645,134.5753,20.1626,21.2945
195.7150,138.8424,20.9256,21.7162
198.6128,136.3029,19.8741,20.4582
205.8064,138.8143,18.3829,20.8243
210.7059,137.9576,18.6854,20.0287
218.2973,140.1213,15.1853,18.0629
220.4030,138.0380,15.5361,17.0768
228.5129,142.1833,18.6621,18.4874
231.9024,139.5038,17.1531,18.4130
241.1660,140.9348,16.6890,18.4574
244.3663,141.1850,18.2935,20.4165
256.7887,143.6553,14.9049,20.0402
257.8061,142.8651,17.9880,18.9786
264.8723,143.2576,18.5695,20.8593
267.3921,142.1915,20.6823,22.0429
273.2423,142.7773,18.4585,23.5714
276.7365,141.3820,19.9798,23.7727
279.5704,141.6160,19.3798,24.8947
284.4323,142.1435,20.2715,31.8407
286.9525,143.4016,19.3238,34.7538
287.6022,141.3413,20.1949,34.4560
290.1947,143.4222,21.5615,36.8827
291.9882,140.5433,21.1112,36.4065
293.7873,141.6191,20.4905,34.5020
293.7938,139.9839,19.9919,39.5849
293.2257,138.7038,19.9184,40.3165
292.8614,137.9442,22.2821,39.6203
292.0625,139.3087,21.9733,40.8717
292.6710,139.4221,22.3494,39.5709
294.0351,137.9564,21.9568,38.9749
293.7067,138.1038,22.6507,38.5784
293.1160,137.5774,21.9721,37.4200
295.0703,137.1841,21.9923,38.0049
295.2993,137.1764,21.3489,32.1806
296.0292,138.0416,20.9328,27.4195
295.7222,136.8693,21.7280,32.2052
296.7778,137.8273,21.5713,35.8687
297.3647,137.8368,21.0168,35.4657
298.4242,137.6754,20.7187,37.2706
298.2194,137.8063,21.9905,38.1208
299.5453,138.6546,21.5933,35.5470
300.4287,139.2413,22.2573,37.5805
302.3907,136.4268,21.6682,39.6299
302.6060,137.9361,22.0894,36.2078
303.6852,136.5609,21.3085,39.0322
304.7695,137.2372,21.0519,40.0625
304.1187,136.9448,20.3122,39.7420
304.0030,136.3872,20.3348,39.2591
303.1199,134.4578,21.9330,40.0646
301.5299,133.5670,24.2953,41.3734
301.9874,131.1525,24.2784,42.7878
302.2564,131.2383,22.8722,43.8534
304.1063,130.1671,21.4995,42.4143
306.3365,131.6368,20.0588,43.8579
305.6476,131.4563,20.9054,44.3641
304.7451,129.9214,22.3353,46.2779
304.9409,129.8227,21.7691,44.9402
305.9588,130.1134,21.9415,46.9171
305.4121,130.3199,22.2450,45.6952
304.6487,127.4717,23.1893,46.5607
305.8016,128.3656,22.3815,47.0031
305.8839,127.4666,24.2715,43.9278
306.0443,127.1517,23.7882,47.0295
305.9933,126.5415,23.3234,44.3447
306.1331,128.5837,22.9008,43.5988
306.8836,128.7127,22.4570,44.1018
307.4254,126.7679,22.8509,41.7902
308.4324,124.7926,23.0870,45.6989
309.8694,126.9479,22.3951,45.2065
309.1559,125.9254,22.0180,42.2466
308.4680,126.3233,23.4166,43.4467
309.1712,124.7188,22.2232,43.9394
309.0150,125.5614,22.0432,42.7666
310.1910,124.6002,22.4080,37.8893
312.2035,126.2023,19.0026,38.5829
312.4894,126.3263,19.2623,38.2645
312.8159,126.7625,18.9361,36.6211
312.3359,123.8400,18.4111,39.2646
312.6317,124.3733,17.7290,39.8579
312.4850,123.5100,19.7237,39.1218
311.9368,123.2492,19.4083,40.3730
312.4848,122.3030,18.6939,40.0036
311.6142,123.4798,18.9795,39.1596
311.7302,123.0280,19.3222,37.4134
311.3950,124.1415,20.1417,37.2779
312.1266,121.5368,20.5279,39.0194
312.8549,122.5020,18.9801,38.8253
311.0099,120.8773,20.8332,41.9791
310.5149,122.9730,20.3754,39.2770
310.9295,120.9666,20.1665,39.7334
309.6325,121.4586,20.4939,42.1629
307.0229,118.6025,22.2492,43.9906
306.8214,118.9771,22.2785,44.3161
307.4404,119.3336,22.7355,44.2723
307.9134,119.3097,21.5972,42.6270
308.3965,118.4795,23.0051,44.5121
308.6826,119.5352,20.6766,42.4472
310.0307,121.8543,20.2891,40.2618
310.5578,121.5135,18.8845,40.5535
310.0375,119.2067,19.3763,40.0764
310.1375,121.0593,19.4231,39.7978
309.8579,119.5462,20.0765,39.8753
309.6505,120.2975,20.1256,37.4718
308.8222,122.4036,20.3082,34.2984
309.7920,121.8259,19.9027,34.6811
310.2304,121.2234,20.0683,33.1171
311.7155,120.8201,19.9921,35.7595
308.7154,121.3277,19.9129,33.7549
309.2185,120.5882,18.9025,35.7140
307.8909,120.6247,19.2406,33.2721
307.5912,122.0030,19.3179,33.0169
308.5011,121.2523,19.3836,34.9562
308.3932,122.1941,19.3350,37.7272
308.8238,121.5237,19.6026,39.3453
308.5919,120.6160,20.1580,34.3336
308.5853,121.4757,18.8013,34.8451
307.4569,117.6005,17.8373,35.5271
307.1289,119.2446,19.7073,34.7005
308.5872,119.7560,19.4695,34.5531
307.5226,118.1716,19.5678,33.7755
306.5894,115.6902,21.2447,37.7361
309.0812,115.4859,18.3027,33.9571
308.0661,114.5098,17.4016,35.9403
308.0007,116.0392,18.0807,32.0378
304.7821,112.9712,18.0920,32.6636
308.4426,111.9321,17.9071,35.6384
312.1288,112.9567,19.6121,35.6012
311.2727,113.6781,18.5988,38.5550
310.4356,111.9409,21.6175,38.3517
311.1365,112.7513,22.1306,40.8936
310.3849,110.6823,20.2347,38.9037
312.6260,112.3740,19.0365,40.2415
312.9116,110.7250,19.0488,37.5913
311.2613,110.8643,16.8100,30.5083
306.7673,108.2838,16.7452,26.9024
308.0947,107.1433,15.6640,26.1811
309.0694,108.8741,14.9046,25.7458
306.3058,103.7369,14.5199,23.5606
308.2799,99.3097,15.3157,23.6954
310.8991,100.6984,14.3989,19.2270
313.2371,99.8622,12.3763,19.1772
305.3739,100.0181,12.2277,19.4825
311.4013,100.5883,11.9523,21.1298
309.6937,100.4746,12.0650,20.4510
312.2854,104.6392,12.2752,21.7893
310.6447,110.2271,12.0780,20.5212
308.0576,107.5105,13.8721,22.6922
308.4646,106.6756,14.6428,22.3636
308.8702,109.2373,14.4992,22.7694
305.8093,107.4287,14.0993,23.5170
306.2324,108.7923,15.6560,21.7397
306.5461,107.9435,13.7021,21.6249
305.6292,108.2236,14.7235,23.1499
305.2409,108.7953,15.2386,25.5219
303.3270,105.3170,16.0520,24.7444
302.4312,106.8710,15.4674,26.2248
301.0609,105.7461,15.1165,26.3638
299.0833,106.9457,15.4860,27.6381
297.1815,105.0465,16.5262,27.2780
296.4694,106.2914,14.0186,26.0228
294.5286,106.6678,15.6742,25.4569
293.2157,105.6392,14.9553,25.6465
291.2829,106.2243,17.2136,24.0422
290.2114,107.9159,16.1844,22.1124
289.9991,107.5138,15.3420,22.0017
289.0157,107.3218,13.9169,21.1944
284.7642,108.8925,14.5247,20.2501
283.5824,104.4554,13.6437,23.4198
285.0618,104.8217,13.5104,22.3589
286.2068,101.8355,13.5555,25.1246
283.8987,100.5942,14.0006,28.5994
281.1768,105.3032,14.7889,28.2403
278.9664,103.6352,16.2265,27.7636
274.5949,105.9031,16.8161,26.9272
273.1706,107.4947,16.0717,26.2848
274.0981,105.9737,13.8623,24.7017
273.3000,105.6096,12.8736,25.3378
270.2351,106.4942,15.8392,26.4975
269.1671,106.2754,16.1868,27.4086
266.9330,107.2721,16.6383,28.5652
266.5730,103.7827,16.8580,30.3900
263.7045,106.1782,16.9282,29.5098
263.2206,104.4332,17.6375,27.9250
261.9341,106.2196,17.1380,30.5627
261.1442,105.9263,16.5405,31.6698
